pair_id,h11,h12,h13,h21,h22,h23,h31,h32
scene_030_1_2,1,0,0,0,1,0,0,0
scene_030_1_3,1,0,0,0,1,0,0,0
scene_030_1_4,1,0,0,0,1,0,0,0
scene_030_1_5,1,0,0,0,1,0,0,0
scene_030_1_6,1,0,0,0,1,0,0,0
scene_020_1_2,1,0,0,0,1,0,0,0
scene_020_1_3,1,0,0,0,1,0,0,0
scene_020_1_4,1,0,0,0,1,0,0,0
scene_020_1_5,1,0,0,0,1,0,0,0
scene_020_1_6,1,0,0,0,1,0,0,0
scene_001_1_2,1,0,0,0,1,0,0,0
scene_001_1_3,1,0,0,0,1,0,0,0
scene_001_1_4,1,0,0,0,1,0,0,0
scene_001_1_5,1,0,0,0,1,0,0,0
scene_001_1_6,1,0,0,0,1,0,0,0
scene_027_1_2,1,0,0,0,1,0,0,0
scene_027_1_3,1,0,0,0,1,0,0,0
scene_027_1_4,1,0,0,0,1,0,0,0
scene_027_1_5,1,0,0,0,1,0,0,0
scene_027_1_6,1,0,0,0,1,0,0,0
scene_018_1_2,1,0,0,0,1,0,0,0
scene_018_1_3,1,0,0,0,1,0,0,0
scene_018_1_4,1,0,0,0,1,0,0,0
scene_018_1_5,1,0,0,0,1,0,0,0
scene_018_1_6,1,0,0,0,1,0,0,0
scene_037_1_2,1,0,0,0,1,0,0,0
scene_037_1_3,1,0,0,0,1,0,0,0
scene_037_1_4,1,0,0,0,1,0,0,0
scene_037_1_5,1,0,0,0,1,0,0,0
scene_037_1_6,1,0,0,0,1,0,0,0
scene_003_1_2,1,0,0,0,1,0,0,0
scene_003_1_3,1,0,0,0,1,0,0,0
scene_003_1_4,1,0,0,0,1,0,0,0
scene_003_1_5,1,0,0,0,1,0,0,0
scene_003_1_6,1,0,0,0,1,0,0,0
scene_035_1_2,1,0,0,0,1,0,0,0
scene_035_1_3,1,0,0,0,1,0,0,0
scene_035_1_4,1,0,0,0,1,0,0,0
scene_035_1_5,1,0,0,0,1,0,0,0
scene_035_1_6,1,0,0,0,1,0,0,0
scene_028_1_2,1,0,0,0,1,0,0,0
scene_028_1_3,1,0,0,0,1,0,0,0
scene_028_1_4,1,0,0,0,1,0,0,0
scene_028_1_5,1,0,0,0,1,0,0,0
scene_028_1_6,1,0,0,0,1,0,0,0
scene_014_1_2,1,0,0,0,1,0,0,0
scene_014_1_3,1,0,0,0,1,0,0,0
scene_014_1_4,1,0,0,0,1,0,0,0
scene_014_1_5,1,0,0,0,1,0,0,0
scene_014_1_6,1,0,0,0,1,0,0,0
scene_022_1_2,1,0,0,0,1,0,0,0
scene_022_1_3,1,0,0,0,1,0,0,0
scene_022_1_4,1,0,0,0,1,0,0,0
scene_022_1_5,1,0,0,0,1,0,0,0
scene_022_1_6,1,0,0,0,1,0,0,0
scene_024_1_2,1,0,0,0,1,0,0,0
scene_024_1_3,1,0,0,0,1,0,0,0
scene_024_1_4,1,0,0,0,1,0,0,0
scene_024_1_5,1,0,0,0,1,0,0,0
scene_024_1_6,1,0,0,0,1,0,0,0
scene_032_1_2,1,0,0,0,1,0,0,0
scene_032_1_3,1,0,0,0,1,0,0,0
scene_032_1_4,1,0,0,0,1,0,0,0
scene_032_1_5,1,0,0,0,1,0,0,0
scene_032_1_6,1,0,0,0,1,0,0,0
scene_021_1_2,1,0,0,0,1,0,0,0
scene_021_1_3,1,0,0,0,1,0,0,0
scene_021_1_4,1,0,0,0,1,0,0,0
scene_021_1_5,1,0,0,0,1,0,0,0
scene_021_1_6,1,0,0,0,1,0,0,0
scene_011_1_2,0.709605574608,-0.0112168705091,-26.1219139099,-0.135522842407,0.834739565849,103.084815979,-0.000232071601204,-1.61264542839e-05
scene_011_1_3,1.51120018959,-0.00101511820685,20.2834472656,0.26659861207,1.40673577785,-232.622055054,0.000482814037241,-1.23106735828e-06
scene_011_1_4,1.99494624138,0.0351288057864,25.9464931488,0.624658226967,1.97421848774,-536.978088379,0.00120573490858,-1.27022221932e-05
scene_011_1_5,0.439601749182,-0.0111585455015,-19.1908035278,-0.208102926612,0.722074151039,149.269317627,-0.000387918174965,4.98192548548e-06
scene_011_1_6,0.201091051102,0.00313360872678,95.9934463501,-0.28007158637,0.652224421501,201.060012817,-0.000495956046507,2.48902279054e-06
scene_010_1_2,0.874123632908,0.0245771743357,100.834915161,0.130631893873,0.761602222919,58.952583313,0.000554421218112,9.26631546463e-05
scene_010_1_3,1.19179475307,0.0172924976796,94.4951629639,0.234104901552,1.07127702236,-21.4759254456,0.000980304903351,0.000163173710462
scene_010_1_4,0.182255208492,0.0282076559961,174.492599487,-0.0873394235969,0.478245556355,116.43775177,-0.000378403405193,4.69023834739e-05
scene_010_1_5,0.0118039622903,0.0132856937125,193.81578064,-0.123890832067,0.600637733936,126.699523926,-0.000639132922515,7.6586715295e-05
scene_010_1_6,0.228728353977,0.00537730334327,271.731689453,-0.0769995227456,0.3915181458,202.822494507,-0.000242383903242,-5.15510009791e-06
scene_006_1_2,0.330171406269,-0.000448469218099,168.494308472,-0.0866040959954,0.4938133955,71.8751678467,-0.000254689279245,3.3045703276e-06
scene_006_1_3,0.207134544849,0.0150461727753,170.713394165,-0.130376562476,0.54152148962,11.0072212219,-0.000430465035606,3.59844234481e-05
scene_006_1_4,1.28011000156,-0.003995988518,92.4076156616,0.346770316362,1.14086771011,-289.471343994,0.00102574704215,2.63602050836e-05
scene_006_1_5,2.62589693069,0.0355840548873,-58.8537559509,0.745151042938,2.40978169441,-908.642150879,0.00189280766062,8.01185087766e-05
scene_006_1_6,-0.0368676632643,0.017320971936,251.1980896,-0.185252055526,0.669557511806,-84.1828308105,-0.000723511271644,8.48196941661e-05
scene_005_1_2,0.490907240177,0.00365034326555,242.884258717,0.057438017457,0.432878279795,166.940306308,0.000179279499069,6.93256914594e-06
scene_005_1_3,0.0236765510549,-0.0179845579548,301.06302837,-0.195711541949,0.455260289658,166.881227477,-0.000518323841607,-4.0232354534e-05
scene_005_1_4,1.14416984728,-0.0252695070424,186.018687074,0.295807644757,0.974200045849,-61.002313487,0.000825505628979,-1.31263404426e-05
scene_005_1_5,1.20814394951,-0.0324821770191,47.9034233093,0.209144085646,1.03251838684,-106.849395752,0.000547315343283,-7.70387214288e-06
scene_005_1_6,0.358849794629,-0.0212575216642,212.055708293,-0.0824659089469,0.467253127413,179.454715216,-0.000211604473505,-4.58048587306e-05
scene_002_1_2,1.30710566044,0.0599700771272,22.7512321472,0.233409017324,1.13184177876,-91.808555603,0.000512732658535,4.07886400353e-05
scene_002_1_3,1.54416406155,0.1159446612,155.856613159,0.40295919776,1.37064230442,-169.761947632,0.000905719120055,8.83469474502e-05
scene_002_1_4,0.515302717686,0.0189696941525,40.5835151672,-0.146380856633,0.747344553471,100.761581421,-0.000267116905889,4.49020335509e-05
scene_002_1_5,0.272649675608,0.0421634428203,84.8954925537,-0.228747025132,0.68800342083,124.244613647,-0.000413511705119,5.43578353245e-05
scene_002_1_6,0.177784889936,0.0353939197958,84.0481262207,-0.250944167376,0.682187020779,124.100082397,-0.000473387364764,5.59033942409e-05
scene_016_1_2,0.948532342911,0.0763083100319,177.580932617,0.251731395721,1.01306772232,13.155538559,0.000474419852253,2.73076329904e-05
scene_016_1_3,0.579440236092,-0.0290403384715,-20.2937984467,-0.295089274645,0.730772435665,188.469696045,-0.000439486379037,-4.22878183599e-05
scene_016_1_4,0.858083307743,0.0464089810848,268.373260498,0.417527675629,1.0383425951,-12.8047246933,0.000691819237545,2.65869166469e-05
scene_016_1_5,0.164112791419,0.00203778455034,107.434753418,-0.341772854328,0.549998760223,251.744247437,-0.000595876597799,6.57906857668e-05
scene_016_1_6,0.0557408221066,-0.0128701580688,134.88961792,-0.385951727629,0.543206214905,255.926193237,-0.000667654967401,5.13078848599e-05
scene_036_1_2,0.735725343227,-0.00312784872949,13.1596250534,0.0169256236404,0.710394263268,36.0666503906,5.84788540436e-05,-9.13798339752e-06
scene_036_1_3,0.0915185660124,0.00660903053358,132.031326294,-0.14637131989,0.471622288227,88.245765686,-0.000565750466194,8.17356885818e-06
scene_036_1_4,1.43385994434,-0.00951651018113,-257.237854004,0.194196939468,1.29852509499,-195.983657837,0.000614660268184,5.17104526807e-05
scene_036_1_5,1.48634803295,0.0197918843478,254.388595581,0.29882055521,1.47494077682,-221.975814819,0.00117583491374,8.97352583706e-05
scene_036_1_6,0.03238947317,0.0113306446001,197.776565552,-0.161379382014,0.446214675903,114.175804138,-0.000577026628889,5.02096611399e-07
scene_033_1_2,1.31753325462,-0.0101106325164,-142.516448975,0.0945792421699,1.19460570812,-58.250377655,0.000191194252693,-2.1128102162e-05
scene_033_1_3,1.64414834976,5.00514033774e-05,-223.627105713,0.171114638448,1.44307875633,-156.965881348,0.00036533686216,-3.12290794682e-05
scene_033_1_4,3.16731071472,-0.0349149666727,-360.835906982,0.788546621799,2.82212162018,-844.58972168,0.00150561833289,-2.93401426461e-05
scene_033_1_5,3.65978121758,-0.041252207011,-179.373352051,0.96806126833,3.31326580048,-1083.55444336,0.00186798011418,-1.59704195539e-05
scene_033_1_6,3.74224281311,0.004268176388,77.1028594971,1.00216579437,3.42839360237,-1125.28881836,0.00198150798678,-3.10608083964e-05
scene_038_1_2,1.35533595085,-0.00692390510812,52.8784790039,0.140331596136,1.21864581108,-103.591842651,0.000319861224853,-1.00939732874e-05
scene_038_1_3,2.10314154625,0.0383940786123,18.7564582825,0.374294996262,1.8645721674,-394.895599365,0.00096282485174,1.4644159819e-05
scene_038_1_4,0.428165704012,0.0141245787963,16.2167625427,-0.165772303939,0.770721316338,94.9455337524,-0.000383787468309,2.33366008615e-05
scene_038_1_5,0.239952415228,0.0607969723642,53.3799591064,-0.234576389194,0.789893686771,71.1446533203,-0.000527084164787,4.92899489473e-05
scene_038_1_6,0.188028261065,0.0383260622621,76.8948364258,-0.223013758659,0.815728604794,21.3340034485,-0.000575034879148,6.52512535453e-05
scene_029_1_2,0.632164239883,0.00150278920773,211.484573364,-0.028080733493,0.65070194006,172.63180542,-3.67420034308e-05,-1.6313215383e-05
scene_029_1_3,1.28721618652,-0.0327229872346,281.833435059,0.192763760686,1.13404333591,-46.401927948,0.00040273022023,1.47880336954e-05
scene_029_1_4,1.05972456932,-0.0154633158818,563.915649414,0.180978536606,0.93864685297,36.4242553711,0.000438315211795,6.53775896353e-06
scene_029_1_5,0.413078039885,0.0447701625526,45.6468467712,-0.138879433274,0.699371397495,133.84197998,-0.000290149560897,1.39570620377e-05
scene_029_1_6,0.284100413322,0.0247253347188,102.169960022,-0.138299494982,0.632011771202,141.76109314,-0.000325808272464,8.58818202687e-06
scene_017_1_2,0.749197721481,-0.00176277058199,-75.4760818481,-0.0739732906222,0.943192124367,40.2771453857,-0.000181056573638,-6.52794506095e-06
scene_017_1_3,0.548381209373,-0.0111113116145,-5.95688772202,-0.118724241853,0.866065680981,111.328712463,-0.000264421454631,-1.93080813915e-05
scene_017_1_4,0.376005679369,-0.00267122546211,58.1113548279,-0.13998568058,0.818859517574,117.472450256,-0.000322894571582,-1.13961314128e-05
scene_017_1_5,0.270129203796,0.00238808593713,10.8171749115,-0.137599334121,0.805634319782,82.9927749634,-0.000356314587407,-9.1462823093e-08
scene_017_1_6,0.151757255197,0.0113563770428,56.1630706787,-0.159375950694,0.834851622581,58.5902328491,-0.000416260329075,6.84186761646e-06
scene_007_1_2,1.38850617409,-0.0598331354558,26.3234100342,0.188899487257,1.03160238266,21.3750019073,0.000527316704392,-8.99711885722e-05
scene_007_1_3,1.7255513181,-0.0911836394687,130.462307787,0.388795842468,1.09802898616,-2.63453518997,0.00109284550932,-0.000122684013351
scene_007_1_4,0.383975462238,0.00358981018578,59.7035456682,-0.173842520553,0.82976364533,87.565706597,-0.000486431084328,-3.85537753375e-05
scene_007_1_5,0.419924229383,0.00306985503994,104.753005981,-0.133052885532,0.817936837673,66.5337142944,-0.000430814427091,-7.83597170084e-06
scene_007_1_6,2.97476387024,-0.149426922202,359.512329102,1.12218165398,2.02631354332,-328.875640869,0.00341408001259,-0.000150939478772
scene_019_1_2,0.606670856476,-0.0140047473833,217.950500488,0.087650090456,0.520892798901,32.5934257507,0.000215718871914,-5.49707181108e-07
scene_019_1_3,0.785419344902,0.0203933361918,161.484085083,0.0910364016891,0.685063958168,-76.6007537842,0.000297040358419,4.12019508076e-05
scene_019_1_4,0.428697051252,0.00696014674325,96.5606608,-0.0197392847926,0.483228778585,43.349335875,-7.94638869588e-05,1.57616778723e-05
scene_019_1_5,0.152147948742,0.000781642040238,241.796295166,-0.077810831368,0.462824910879,12.554400444,-0.000330395589117,3.31847622874e-05
scene_019_1_6,1.17480266094,0.00397401675582,203.348129272,0.275608509779,1.06217908859,-287.320953369,0.000866289541591,8.81893865881e-05
scene_012_1_2,0.8770622015,0.000263915717369,-1.09377455711,-0.0354987606406,0.885869026184,36.5349578857,-7.7202792454e-05,-1.83558131539e-05
scene_012_1_3,0.624113798141,-0.0443730615079,89.9137496948,-0.0941722169518,0.677881300449,150.631011963,-0.000206515163882,-6.72451787977e-05
scene_012_1_4,0.127083271742,-0.0401127785444,330.698760986,-0.189087495208,0.469686895609,254.189453125,-0.000398367556045,-4.01812831115e-05
scene_012_1_5,0.0842401310802,-0.0231048986316,252.578674316,-0.209686070681,0.511922776699,245.158279419,-0.000446352380095,-2.752331784e-05
scene_012_1_6,0.0443433001637,-0.0177935864776,228.025268555,-0.213322713971,0.514248549938,263.457550049,-0.0004638718965,-1.88643407455e-05
